Unicode,EmojiGlyph,Description,Year,Nature,UsageNumber,UsagePercentage,Sentiment,AverageSentiment,Annotations,Color
U+1F600,😀,grinning face,2012,emoji,36639787,0.267524400578419,0.571753986332574,0.152958142471944,face; grin; person,Orange
U+1F601,😁,grinning face with smiling eyes,2010,emoji,207378263,1.51416670359107,0.449977158519872,0.681340430807309,eye; face; grin; person; smile,Orange
U+1F602,😂,face with tears of joy,2010,emoji,1136425630,8.29758059094892,0.220968403775133,1.83350313837751,face; joy; person; tear,Orange
U+1F603,😃,smiling face with open mouth,2010,emoji,52249460,0.381498000167034,0.55804311774461,0.212892333426546,face; mouth; open; person; smile,Orange
U+1F604,😄,smiling face with open mouth and smiling eyes,2010,emoji,95795976,0.699451693243321,0.422031473533619,0.295190628765064,eye; face; mouth; open; person; smile,Orange
U+1F605,😅,smiling face with open mouth and cold sweat,2010,emoji,96051799,0.701319577866373,0.17965367965368,0.125994642776859,cold; face; open; person; smile; sweat,Orange
U+1F606,😆,smiling face with open mouth and tightly-closed eyes,2010,emoji,41862643,0.305658940517404,0.411764705882353,0.125859563742461,face; laugh; mouth; open; person; satisfied; smile,Orange
U+1F609,😉,winking face,2010,emoji,136328833,0.995401237727731,0.464168310322156,0.462033710608664,face; person; wink,Orange
U+1F60A,😊,smiling face with smiling eyes,2010,emoji,343867917,2.51074217144261,0.644695543000628,1.61866428755277,blush; eye; face; person; smile,Orange
U+1F60B,😋,face savouring delicious food,2010,emoji,79510323,0.580542444211575,0.633514986376022,0.367782338635398,delicious; face; food; person; savouring; smile; um; yum,Orange
U+1F60E,😎,smiling face with sunglasses,2010,emoji,109444124,0.799103271804778,0.493368700265252,0.394252542588034,bright; cool; eye; eyewear; face; glasses; person; smile; sun; sunglasses; weather,Orange
U+1F60D,😍,smiling face with heart-shaped eyes,2010,emoji,460352089,3.36124816076982,0.677936782512974,2.27871376333995,eye; face; heart; love; person; smile,Orange
U+1F618,😘,face throwing a kiss,2010,emoji,284151466,2.07472414114004,0.701754385964912,1.45594676571231,face; heart; kiss; person,Orange
U+1F617,😗,kissing face,2012,emoji,4544228,0.0331795561964285,0.733333333333333,0.0243316745440475,face; kiss; person,Orange
U+1F619,😙,kissing face with smiling eyes,2012,emoji,12278996,0.0896547527583828,0.790575916230366,0.0708788883063654,eye; face; kiss; person; smile,Orange
U+1F61A,😚,kissing face with closed eyes,2010,emoji,33807784,0.246846608291819,0.714622641509434,0.176402175265144,closed; eye; face; kiss; person,Orange
U+263A,☺️,white smiling face,1995,text,273909306,1.99994129061124,0.658098933074685,1.31615922956326,face; outlined; person; relaxed; smile,Orange
U+1F607,😇,smiling face with halo,2010,emoji,28369105,0.207136242633486,0.6,0.124281745580091,angel; face; fairy tale; fantasy; halo; innocent; person; smile,Orange
U+1F610,😐,neutral face,2010,emoji,77125430,0.563129213335843,-0.392592592592593,0.0,deadpan; face; neutral; person,Orange
U+1F611,😑,expressionless face,2012,emoji,90972779,0.664235252539214,-0.31438127090301,0.0,expressionless; face; inexpressive; person; unexpressive,Orange
U+1F636,😶,face without mouth,2010,emoji,25092469,0.183211974683629,-0.145299145299145,0.0,face; mouth; person; quiet; silent,Orange
U+1F60F,😏,smirking face,2010,emoji,212570994,1.5520812866682,0.33245729303548,0.516000743136734,face; person; smirk,Orange
U+1F623,😣,persevering face,2010,emoji,39212748,0.286310804801693,-0.214022140221402,0.0,face; persevere; person,Orange
U+1F625,😥,disappointed but relieved face,2010,emoji,32801152,0.239496712333006,0.12316715542522,0.0294981287917486,disappointed; face; person; relieved; whew,Orange
U+1F62E,😮,face with open mouth,2012,emoji,9144862,0.0667709592559139,0.277777777777778,0.0185474886821983,face; mouth; open; person; sympathy,Orange
U+1F62F,😯,hushed face,2012,emoji,9330372,0.0681254554365632,0.129032258064516,0.00879038134665331,face; hushed; person; stunned; surprised,Orange
U+1F62A,😪,sleepy face,2010,emoji,72443123,0.528941477105303,-0.0809128630705395,0.0,face; person; sleep,Orange
U+1F62B,😫,tired face,2010,emoji,51507822,0.376082950636419,-0.145610278372591,0.0,face; person; tired,Orange
U+1F634,😴,sleeping face,2012,emoji,95890432,0.700141361138526,-0.0807799442896936,0.0,face; person; sleep; zzz,Orange
U+1F60C,😌,relieved face,2010,emoji,125703790,0.917822777468261,0.48421052631579,0.444419450142527,face; person; relieved,Orange
U+1F61B,😛,face with stuck-out tongue,2012,emoji,31068452,0.226845450771845,0.609090909090909,0.13816950183376,face; person; tongue,Orange
U+1F61C,😜,face with stuck-out tongue and winking eye,2010,emoji,82992122,0.605964704182943,0.456038647342995,0.276343324033188,eye; face; joke; person; tongue; wink,Orange
U+1F61D,😝,face with stuck-out tongue and tightly-closed eyes,2010,emoji,48396473,0.353365521186972,0.425403225806452,0.150322832601716,eye; face; horrible; person; taste; tongue,Orange
U+1F612,😒,unamused face,2010,emoji,359735069,2.62659574689289,-0.374729241877256,0.0,face; person; unamused; unhappy,Orange
U+1F613,😓,face with cold sweat,2010,emoji,44125370,0.322180179692392,-0.0805860805860806,0.0,cold; face; person; sweat,Orange
U+1F614,😔,pensive face,2010,emoji,224185792,1.63688641593354,-0.146058091286307,0.0,dejected; face; pensive; person,Orange
U+1F615,😕,confused face,2012,emoji,85401602,0.623557456365309,-0.4,0.0,confused; face; person,Orange
U+1F616,😖,confounded face,2010,emoji,31658344,0.231152531042427,-0.156716417910448,0.0,confounded; face; person,Orange
U+1F637,😷,face with medical mask,2010,emoji,40080152,0.292644131334386,-0.170731707317073,0.0,cold; doctor; face; mask; medicine; person; sick,Orange
U+1F632,😲,astonished face,2010,emoji,9026133,0.0659040627164696,-0.0697674418604651,0.0,astonished; face; person; shocked; totally,Orange
U+1F61E,😞,disappointed face,2010,emoji,81760786,0.596974138126688,-0.118421052631579,0.0,disappointed; face; person,Orange
U+1F61F,😟,worried face,2012,emoji,15348021,0.112063154681821,0.075,0.00840473660113661,face; person; worried,Orange
U+1F624,😤,face with look of triumph,2010,emoji,45303194,0.330780029347273,-0.211009174311927,0.0,face; person; triumph; won,Orange
U+1F622,😢,crying face,2010,emoji,104724602,0.764643811271706,0.006675567423231,0.0051044313169006,cry; face; person; sad; tear,Orange
U+1F62D,😭,loudly crying face,2010,emoji,334057554,2.43911207487486,-0.0933767643865364,0.0,cry; face; person; sad; sob; tear,Orange
U+1F626,😦,frowning face with open mouth,2012,emoji,6790398,0.0495799048897008,-0.388888888888889,0.0,face; frown; mouth; open; person,Orange
U+1F627,😧,anguished face,2012,emoji,10691814,0.0780659868859486,-0.0652173913043478,0.0,anguished; face; person,Orange
U+1F628,😨,fearful face,2010,emoji,15344421,0.112036869380488,-0.141263940520446,0.0,face; fear; fearful; person; scared,Orange
U+1F629,😩,weary face,2010,emoji,258349145,1.88632920153363,-0.368362831858407,0.0,face; person; tired; weary,Orange
U+1F62C,😬,grimacing face,2012,emoji,27826844,0.203176938803961,0.196261682242991,0.0398758478026466,face; grimace; person,Orange
U+1F630,😰,face with open mouth and cold sweat,2010,emoji,19465960,0.142130173428232,-0.0198675496688742,0.0,blue; cold; face; mouth; open; person; rushed; sweat,Gray
U+1F631,😱,face screaming in fear,2010,emoji,59518298,0.434571221603928,0.190265486725664,0.0826839049954377,face; fear; fearful; munch; person; scared; scream,Orange
U+1F633,😳,flushed face,2010,emoji,122843158,0.896935951322808,0.0177304964539007,0.0159031197043051,dazed; face; flushed; person,Orange
U+1F635,😵,dizzy face,2010,emoji,9940371,0.0725793464165636,0.087378640776699,0.0063418846383405,dizzy; face; person,Orange
U+1F621,😡,pouting face,2010,emoji,55818864,0.407559905644875,-0.173280423280423,0.0,angry; face; mad; person; pouting; rage; red,Red
U+1F620,😠,angry face,2010,emoji,29694620,0.216814454077038,-0.302083333333333,0.0,angry; face; mad; person,Orange
U+1F608,😈,smiling face with horns,2010,emoji,56474172,0.412344619046572,0.267692307692308,0.110381482637082,face; fairy tale; fantasy; horns; person; smile,Purple
U+1F47F,👿,imp,2010,emoji,6857549,0.0500702060757651,-0.557142857142857,0.0,devil; face; fairy tale; fantasy; imp; person,Purple
U+1F479,👹,japanese ogre,2010,emoji,3491770,0.0254950629545883,0.0612244897959183,0.00156092222170949,creature; face; fairy tale; fantasy; japanese; monster; ogre; person,Brown
U+1F47A,👺,japanese goblin,2010,emoji,1307082,0.00954362339925288,-0.210526315789474,0.0,creature; face; fairy tale; fantasy; goblin; japanese; monster; person,Brown
U+1F480,💀,skull,2010,emoji,42936085,0.313496647860127,-0.208333333333333,0.0,body; death; face; fairy tale; monster; person; skull,Gray
U+1F47B,👻,ghost,2010,emoji,13197139,0.0963585487089507,0.232142857142857,0.022368948807435,creature; face; fairy tale; fantasy; ghost; monster; person,Gray
U+1F47D,👽,extraterrestrial alien,2010,emoji,14902126,0.108807464560154,0.321917808219178,0.0350270605090905,alien; creature; extraterrestrial; face; fairy tale; fantasy; monster; nature; person; space; ufo,Gray
U+1F47E,👾,alien monster,2010,emoji,5267050,0.0384572212187413,0.371428571428571,0.0142841107383896,alien; creature; extraterrestrial; face; fairy tale; fantasy; monster; nature; person; space; ufo,Purple
U+1F4A9,💩,pile of poo,2010,emoji,20743027,0.151454643127619,-0.117903930131004,0.0,comic; dung; face; monster; nature; object; poo; poop,Gray
U+1F63A,😺,smiling cat face with open mouth,2010,emoji,4213458,0.0307644481069812,0.425,0.013074890445467,animal; cat; face; mouth; nature; open; smile,Orange
U+1F638,😸,grinning cat face with smiling eyes,2010,emoji,5902933,0.043100103515328,0.422680412371134,0.0182175695270974,animal; cat; eye; face; grin; nature; smile,Orange
U+1F639,😹,cat face with tears of joy,2010,emoji,17073978,0.124665182413291,0.142372881355932,0.0177489412249431,animal; cat; face; joy; nature; tear,Orange
U+1F63B,😻,smiling cat face with heart-shaped eyes,2010,emoji,40661802,0.296891032867859,0.623501199040767,0.185111914977562,animal; cat; eye; face; heart; love; nature; smile,Orange
U+1F63C,😼,cat face with wry smile,2010,emoji,5969640,0.0435871628475612,0.392857142857143,0.0171235282615419,animal; cat; face; ironic; nature; smile; wry,Orange
U+1F63D,😽,kissing cat face with closed eyes,2010,emoji,6546207,0.0477969509958465,0.590909090909091,0.028243652861182,animal; cat; eye; face; kiss; nature,Orange
U+1F640,🙀,weary cat face,2010,emoji,5247172,0.0383120825465461,0.340909090909091,0.0130609372317771,animal; cat; face; nature; oh; surprised; weary,Orange
U+1F63F,😿,crying cat face,2010,emoji,8564054,0.0625302055623635,-0.380597014925373,0.0,animal; cat; cry; face; nature; sad; tear,Orange
U+1F63E,😾,pouting cat face,2010,emoji,3141315,0.0229362253771562,-0.363636363636364,0.0,animal; cat; face; nature; pouting,Orange
U+1F648,🙈,see-no-evil monkey,2010,emoji,114311686,0.834643642340456,0.432692307692308,0.361143883705005,animal; evil; face; forbidden; gesture; monkey; nature; no; not; prohibited; see,Gray
U+1F649,🙉,hear-no-evil monkey,2010,emoji,9122806,0.066609917976412,0.34,0.0226473721119801,animal; evil; face; forbidden; gesture; hear; monkey; nature; no; not; prohibited,Gray
U+1F64A,🙊,speak-no-evil monkey,2010,emoji,69210594,0.505339255207088,0.460689655172414,0.232804567226438,animal; evil; face; forbidden; gesture; monkey; nature; no; not; prohibited; speak,Gray
U+1F466,👦,boy,2010,emoji,2768508,0.0202141852843347,0.148148148148148,0.00299469411619774,boy; person,Orange
U+1F467,👧,girl,2010,emoji,3197412,0.0233458160851821,0.15,0.00350187241277731,girl; maiden; person; virgin; virgo; zodiac,Orange
U+1F468,👨,man,2010,emoji,3572749,0.0260863289036627,0.571428571428572,0.0149064736592359,man; person,Orange
U+1F469,👩,woman,2010,emoji,3162916,0.0230939444866285,0.0740740740740741,0.00171066255456507,person; woman,Orange
U+1F474,👴,older man,2010,emoji,1821438,0.0132991796360813,0.260869565217391,0.0034693512094125,man; old; person,Orange
U+1F475,👵,older woman,2010,emoji,2444788,0.0178505525766652,0.478260869565217,0.00853722079753551,old; person; woman,Orange
U+1F476,👶,baby,2010,emoji,5359121,0.0391294751018126,0.447916666666667,0.0175267440560202,baby; person,Orange
U+1F471,👱,person with blond hair,2010,emoji,1333289,0.00973497309148658,0.142857142857143,0.00139071044164094,blond; person,Orange
U+1F46E,👮,police officer,2010,emoji,1442240,0.0105304758319206,-0.4,0.0,cop; officer; person; police,Gray
U+1F472,👲,man with gua pi mao,2010,emoji,1324213,0.00966870492623634,0.5,0.00483435246311817,gua pi mao; hat; man; person,Orange
U+1F473,👳,man with turban,2010,emoji,2183812,0.0159450434653443,0.722222222222222,0.0115158647249709,man; person; turban,Orange
U+1F477,👷,construction worker,2010,emoji,766328,0.0055953228889256,0.333333333333333,0.00186510762964187,construction; hat; person; worker,Orange
U+1F478,👸,princess,2010,emoji,8528866,0.0622732813447758,0.621621621621622,0.038710418133239,fairy tale; fantasy; person; princess,Orange
U+1F482,💂,guardsman,2010,emoji,3656649,0.0266989224541801,-0.176470588235294,0.0,guard; guardsman; person,Black
U+1F385,🎅,father christmas,2010,emoji,7168425,0.0523400586694555,0.321167883211679,0.0168099458500441,activity; celebration; christmas; fairy tale; fantasy; father; person; santa,Orange
U+1F47C,👼,baby angel,2010,emoji,14639062,0.106886709974059,0.343434343434343,0.0367085670617982,angel; baby; face; fairy tale; fantasy; person,Orange
U+1F46F,👯,woman with bunny ears,2010,emoji,13860462,0.101201783413478,0.445497630331754,0.0450851546960517,bunny; dancer; ear; girl; person; woman,Gray
U+1F486,💆,face massage,2010,emoji,8485288,0.0619550977721364,0.228260869565217,0.0141419244914659,massage; person; salon,Orange
U+1F487,💇,haircut,2010,emoji,2998428,0.0218929398628204,0.347826086956522,0.00761493560445927,barber; beauty; haircut; parlor; person,Orange
U+1F470,👰,bride with veil,2010,emoji,1923970,0.0140478142239435,0.53125,0.00746290130647,bride; person; veil; wedding,Orange
U+1F64D,🙍,person frowning,2010,emoji,8664724,0.0632652448082584,-0.346938775510204,0.0,frown; gesture; person,Orange
U+1F64E,🙎,person with pouting face,2010,emoji,2823044,0.0206123783936436,-0.0588235294117647,0.0,gesture; person; pouting,Orange
U+1F645,🙅,face with no good gesture,2010,emoji,24549804,0.179249721059177,-0.206060606060606,0.0,forbidden; gesture; hand; no; not; person; prohibited,Orange
U+1F646,🙆,face with ok gesture,2010,emoji,19746842,0.144181025652981,0.508771929824561,0.0733552586655516,gesture; hand; ok; person,Red
U+1F481,💁,information desk person,2010,emoji,91497632,0.668067452333846,0.327868852459016,0.219038508961917,hand; help; information; person; sassy,Orange
U+1F64B,🙋,happy person raising one hand,2010,emoji,29186449,0.213104057448194,0.491525423728814,0.104746062135553,gesture; hand; happy; person; raised,Orange
U+1F647,🙇,person bowing deeply,2010,emoji,14921296,0.108947433789753,0.144578313253012,0.0157514362105667,apology; bow; gesture; person; sorry,Gray
U+1F64C,🙌,person raising both hands in celebration,2010,emoji,122435977,0.893962930411089,0.560424966799469,0.50099914559559,body; celebration; gesture; hand; hooray; person; raised,Orange
U+1F64F,🙏,person with folded hands,2010,emoji,138323532,1.00996547780667,0.417803768680962,0.421967382865297,ask; body; bow; folded; gesture; hand; person; please; pray; thanks,Gray
U+1F464,👤,bust in silhouette,2010,emoji,1302178,0.00950781697765887,0.8,0.0076062535821271,bust; person; silhouette,Gray
U+1F465,👥,busts in silhouette,2010,emoji,1158034,0.00845535351227421,0.333333333333333,0.00281845117075807,bust; person; silhouette,Gray
U+1F6B6,🚶,pedestrian,2010,emoji,18464488,0.134817953067997,-0.148648648648649,0.0,hike; pedestrian; person; walk; walking,Gray
U+1F3C3,🏃,runner,2010,emoji,11242513,0.0820869005412091,0.414814814814815,0.0340508624467238,marathon; person; runner; running,Gray
U+1F483,💃,dancer,2010,emoji,27041907,0.197445742811561,0.735863095238095,0.1452930354469,dancer; person,Brown
U+1F48F,💏,kiss,2010,emoji,9408563,0.0686963648800495,0.394594594594595,0.0271072142499655,couple; kiss; person; romance,Orange
U+1F491,💑,couple with heart,2010,emoji,6692285,0.0488635355092252,0.682926829268293,0.0333702193721538,couple; heart; love; person; romance,Orange
U+1F46A,👪,family,2010,emoji,3122994,0.0228024550977875,-0.0175438596491228,0.0,child; family; father; mother; person,Orange
U+1F46B,👫,man and woman holding hands,2010,emoji,10614916,0.0775045182465245,0.258883248730964,0.0200646214749886,couple; hand; hold; man; person; woman,Gray
U+1F46C,👬,two men holding hands,2010,emoji,2319478,0.0169356050460891,-0.0609756097560976,0.0,couple; gemini; hand; hold; man; person; twins; zodiac,Gray
U+1F46D,👭,two women holding hands,2010,emoji,9057629,0.0661340298972455,0.472222222222222,0.0312299585625882,couple; hand; hold; person; woman,Orange
U+1F4AA,💪,flexed biceps,2010,emoji,46752155,0.341359578376489,0.555713271823989,0.189698048168056,biceps; body; comic; flex; muscle; person,Orange
U+1F448,👈,white left pointing backhand index,2010,emoji,44700053,0.326376211866313,0.431034482758621,0.140679401666514,backhand; body; finger; hand; index; person; point,Orange
U+1F449,👉,white right pointing backhand index,2010,emoji,63958189,0.466988964054465,0.393835616438356,0.183916886528299,backhand; body; finger; hand; index; person; point,Orange
U+261D,☝️,white up pointing index,1995,text,13236513,0.0966460368908109,0.31413612565445,0.0303600115887364,body; finger; hand; index; person; point; up,Orange
U+1F446,👆,white up pointing backhand index,2010,emoji,10085619,0.0736398707076904,0.333333333333333,0.0245466235692301,backhand; body; finger; hand; index; person; point; up,Orange
U+1F447,👇,white down pointing backhand index,2010,emoji,20142807,0.147072153248101,0.25531914893617,0.0375503369995152,backhand; body; down; finger; hand; index; person; point,Orange
U+270C,✌️,victory hand,1995,text,115131217,0.840627425475724,0.464146023468057,0.390173876752748,body; hand; person; v; victory,Orange
U+270A,✊,raised fist,2010,emoji,25149079,0.183625311047095,0.433333333333333,0.0795709681204079,body; clenched; fist; hand; person; punch,Orange
U+270B,✋,raised hand,2010,emoji,67771731,0.494833436448112,0.126984126984127,0.062835991929919,body; hand; person,Orange
U+1F44A,👊,fisted hand sign,2010,emoji,52505513,0.383367564128782,0.229257641921397,0.0878899437413145,body; clenched; fist; hand; person; punch,Orange
U+1F44C,👌,ok hand sign,2010,emoji,259491791,1.89467219998565,0.563760683760684,1.06814169496627,body; hand; ok; person,Orange
U+1F44D,👍,thumbs up sign,2010,emoji,137212000,1.0018496573729,0.522114347357066,0.523080080009152,#ERROR!,Orange
U+1F44E,👎,thumbs down sign,2010,emoji,27494472,0.200750133755421,-0.189922480620155,0.0,-1; body; down; hand; person; thumb; thumbs down,Orange
U+1F44B,👋,waving hand sign,2010,emoji,41462057,0.302734072817433,0.416230366492147,0.12600711407846,body; hand; person; wave; waving,Orange
U+1F44F,👏,clapping hands sign,2010,emoji,76522097,0.558723993972144,0.520547945205479,0.290842626999198,body; clap; hand; person,Orange
U+1F450,👐,open hands sign,2010,emoji,15698633,0.114623138590451,-0.0240963855421687,0.0,body; hand; open; person,Orange
U+1F485,💅,nail polish,2010,emoji,14753419,0.107721684475329,0.395973154362416,0.0426548951949289,body; care; cosmetics; manicure; nail; person; polish,Orange
U+1F442,👂,ear,2010,emoji,2013305,0.0147000912780015,-0.157894736842105,0.0,body; ear; person,Orange
U+1F443,👃,nose,2010,emoji,2125020,0.0155157752886815,0.0,0.0,body; nose; person,Orange
U+1F463,👣,footprints,2010,emoji,5212952,0.038062226154428,0.362068965517241,0.013781150849017,body; clothing; footprint; person; print,Brown
U+1F440,👀,eyes,2010,emoji,106035818,0.774217618958657,0.0634146341463414,0.0490967270559148,body; eye; face; person,Gray
U+1F445,👅,tongue,2010,emoji,17397211,0.127025259303808,0.468421052631579,0.0595013056738889,body; person; tongue,Gray
U+1F444,👄,mouth,2010,emoji,6341052,0.046299017386116,0.493333333333333,0.0228408485771506,body; lips; mouth; person,Brown
U+1F48B,💋,kiss mark,2010,emoji,65561607,0.478696276635912,0.693460490463215,0.331956954778854,emotion; heart; kiss; lips; mark; person; romance,Brown
U+1F498,💘,heart with arrow,2010,emoji,73084893,0.533627343171043,0.688607594936709,0.367459841373477,arrow; cupid; emotion; heart; person; romance,Gray
U+2764,❤️,heavy black heart,1995,text,508447707,3.71241699741996,0.746086956521739,2.76978589894463,emotion; heart; person,Red
U+1F493,💓,beating heart,2010,emoji,34967876,0.255316988234688,0.671814671814672,0.171525698659598,beating; emotion; heart; heartbeat; person; pulsating,Gray
U+1F494,💔,broken heart,2010,emoji,85538653,0.624558130485595,-0.121951219512195,0.0,break; broken; emotion; heart; person,Brown
U+1F495,💕,two hearts,2010,emoji,279852048,2.043332058449,0.632916666666667,1.29325891532668,emotion; heart; love; person,Gray
U+1F496,💖,sparkling heart,2010,emoji,90588859,0.661432071181471,0.713380839271576,0.471852966060574,emotion; excited; heart; person; sparkle,Gray
U+1F497,💗,growing heart,2010,emoji,69840900,0.509941417191026,0.659090909090909,0.33609775223954,emotion; excited; growing; heart; heartpulse; nervous; person,Gray
U+1F499,💙,blue heart,2010,emoji,83731166,0.611360813693653,0.732456140350877,0.447794981959824,blue; emotion; heart; person,Gray
U+1F49A,💚,green heart,2010,emoji,38917984,0.284158593534414,0.659217877094972,0.18732242478805,emotion; green; heart; person,Green
U+1F49B,💛,yellow heart,2010,emoji,42846467,0.312842304489325,0.712624584717608,0.222939117318805,emotion; heart; person; yellow,Orange
U+1F49C,💜,purple heart,2010,emoji,94059004,0.686769239791245,0.656017039403621,0.450532323441328,emotion; heart; person; purple,Gray
U+1F49D,💝,heart with ribbon,2010,emoji,11750809,0.0857982098541264,0.660869565217391,0.056701425642727,emotion; heart; object; person; ribbon; valentine,Red
U+1F49E,💞,revolving hearts,2010,emoji,70347885,0.513643154273374,0.74235807860262,0.381307145093771,emotion; heart; person; revolving,Gray
U+1F49F,💟,heart decoration,2010,emoji,12215239,0.0891892327702977,0.714285714285714,0.0637065948359269,emotion; heart; person; symbol,Gray
U+1F48C,💌,love letter,2010,emoji,7998583,0.0584014345539655,0.588235294117647,0.0343537850317444,emotion; heart; letter; love; mail; person; romance,White
U+1F4A4,💤,sleeping symbol,2010,emoji,17206633,0.125633759260059,0.374531835205993,0.0470538424194978,comic; emotion; person; sleep; symbol; word; zzz,Blue
U+1F4A2,💢,anger symbol,2010,emoji,6752084,0.0493001562687888,0.25,0.0123250390671972,angry; comic; emotion; mad; person; symbol,Brown
U+1F4A3,💣,bomb,2010,emoji,7036762,0.0513787248834989,0.00763358778625955,0.000392204006744267,bomb; comic; object,Gray
U+1F4A5,💥,collision symbol,2010,emoji,22929887,0.167421941481425,0.148936170212766,0.0249351827738293,boom; collision; comic; emotion; person,Red
U+1F4A6,💦,splashing sweat symbol,2010,emoji,17510244,0.127850566655365,0.476190476190476,0.0608812222168403,comic; emotion; object; person; splashing; sweat,Cyan
U+1F4A8,💨,dash symbol,2010,emoji,8732192,0.0637578605611345,0.391304347826087,0.0249487280456613,comic; dash; emotion; object; person; running,White
U+1F4AB,💫,dizzy symbol,2010,emoji,24285679,0.177321219610663,0.512396694214876,0.0908588067426536,comic; dizzy; emotion; person; star,Orange
U+1F4AC,💬,speech balloon,2010,emoji,6461369,0.0471775086640373,0.4,0.0188710034656149,balloon; bubble; comic; dialog; emotion; object; person; speech,White
U+1F4AD,💭,thought balloon,2010,emoji,19677187,0.143672441579545,0.216666666666667,0.0311290290089014,balloon; bubble; comic; emotion; object; person; thought,White
U+1F453,👓,eyeglasses,2010,emoji,2386272,0.0174232996064378,0.333333333333333,0.00580776653547927,clothing; eye; eyeglasses; eyewear; glasses; object; person,Gray
U+1F454,👔,necktie,2010,emoji,973653,0.00710910069418197,0.416666666666667,0.00296212528924249,clothing; necktie; object; person,Gray
U+1F455,👕,t-shirt,2010,emoji,859721,0.0062772293187643,0.5,0.00313861465938215,clothing; object; person; shirt; tshirt,Gray
U+1F456,👖,jeans,2010,emoji,1055708,0.00770822302776601,0.4,0.00308328921110641,clothing; jeans; object; pants; person; trousers,Purple
U+1F457,👗,dress,2010,emoji,1746657,0.0127531682141356,0.258064516129032,0.00329114018429307,clothing; dress; object; person,Gray
U+1F458,👘,kimono,2010,emoji,473764,0.00345917486135043,1.0,0.00345917486135043,clothing; kimono; object; person,Orange
U+1F459,👙,bikini,2010,emoji,2784179,0.020328606661333,0.540540540540541,0.010988436033153,bikini; clothing; object; person; swim,Purple
U+1F45A,👚,womans clothes,2010,emoji,401771,0.00293351994499291,0.727272727272727,0.00213346905090394,clothing; object; person; woman,Gray
U+1F45B,👛,purse,2010,emoji,635199,0.00463788808933336,0.4,0.00185515523573334,clothing; coin; object; person; purse,Gray
U+1F45C,👜,handbag,2010,emoji,760789,0.00555488003223531,0.285714285714286,0.00158710858063866,bag; clothing; handbag; object; person,Gray
U+1F45D,👝,pouch,2010,emoji,195197,0.00142522554565357,0.5,0.000712612772826787,bag; clothing; object; person; pouch,Orange
U+1F392,🎒,school satchel,2010,emoji,526661,0.00384540085708006,0.6,0.00230724051424804,activity; bag; education; object; satchel; school,Brown
U+1F45E,👞,mans shoe,2010,emoji,740429,0.00540622205025041,0.545454545454545,0.00294884839104568,clothing; man; object; person; shoe,Brown
U+1F45F,👟,athletic shoe,2010,emoji,2270759,0.0165798846028513,0.444444444444444,0.00736883760126724,athletic; clothing; object; person; shoe; sneaker,White
U+1F460,👠,high-heeled shoe,2010,emoji,3209205,0.0234319223514663,0.380952380952381,0.00892644661008242,clothing; heel; object; person; shoe; woman,Brown
U+1F461,👡,womans sandal,2010,emoji,524910,0.00383261597857045,0.5,0.00191630798928523,clothing; object; person; sandal; shoe; woman,Orange
U+1F462,👢,womans boots,2010,emoji,549380,0.00401128301291085,0.8,0.00320902641032868,boot; clothing; object; person; shoe; woman,Gray
U+1F451,👑,crown,2010,emoji,33949890,0.24788419135606,0.701342281879195,0.173851664407438,clothing; crown; king; object; person; queen,Orange
U+1F452,👒,womans hat,2010,emoji,744506,0.00543599015401035,0.285714285714286,0.00155314004400296,clothing; hat; object; person; woman,Gray
U+1F3A9,🎩,top hat,2010,emoji,1864454,0.0136132597811236,0.4,0.00544530391244945,activity; clothing; entertainment; hat; object; person; top; tophat,Gray
U+1F393,🎓,graduation cap,2010,emoji,2919572,0.02131717494006,0.584415584415584,0.0124580892506844,activity; cap; celebration; clothing; education; graduation; hat; object,Black
U+1F484,💄,lipstick,2010,emoji,3392302,0.0247688000787497,0.454545454545454,0.0112585454903408,cosmetics; lipstick; makeup; object; person,Red
U+1F48D,💍,ring,2010,emoji,9729849,0.0710422258034287,0.491071428571429,0.0348868073141837,diamond; emotion; object; person; ring; romance,Gray
U+1F48E,💎,gem stone,2010,emoji,20545340,0.15001123691521,0.569377990430622,0.085413096616794,diamond; emotion; gem; jewel; object; person; romance,Cyan
U+1F435,🐵,monkey face,2010,emoji,1884645,0.0137606838142404,0.55,0.0075683760978322,animal; face; monkey; nature,Gray
U+1F412,🐒,monkey,2010,emoji,3478065,0.025394996272707,0.544117647058824,0.0138178656189729,animal; monkey; nature,Gray
U+1F436,🐶,dog face,2010,emoji,10086652,0.0736474131288785,0.587837837837838,0.04329273609603,animal; dog; face; nature; pet,Gray
U+1F415,🐕,dog,2010,emoji,983736,0.00718272144233294,0.3,0.00215481643269988,animal; dog; nature; pet,Orange
U+1F429,🐩,poodle,2010,emoji,1066315,0.00778566974755549,0.411764705882353,0.00320586401369932,animal; dog; nature; poodle,Gray
U+1F43A,🐺,wolf face,2010,emoji,1642503,0.0119926906377282,0.263157894736842,0.00315597122045479,animal; face; nature; wolf,Gray
U+1F431,🐱,cat face,2010,emoji,10648932,0.0777528851382337,0.534246575342466,0.0415392126080974,animal; cat; face; nature; pet,Orange
U+1F408,🐈,cat,2010,emoji,1044271,0.00762471608572469,0.357142857142857,0.00272311288775882,animal; cat; nature; pet,White
U+1F42F,🐯,tiger face,2010,emoji,4717403,0.0344439887126483,0.49,0.0168775544691976,animal; face; nature; tiger,Orange
